,title,doi,no_citations,in_dataset,year
1087,Childhood Sexual Abuse as a Risk Factor for Depression in Women: Psychosocial and Neurobiological Correlates,10.1176/ajp.156.6.816,1,No,1999
1086,"Influence of clinical subtype, sex, and lineality on age at onset of major affective disorder in a family sample",10.1176/ajp.151.2.210,1,No,1994
1085,The Impact of MOPS Moisture Data in the U.K. Meteorological Office Mesoscale Data Assimilation Scheme,10.1175/1520-0493(1996)124<1746:TIOMMD>2.0.CO;2,1,No,1996
1084,A Mass Flux Convection Scheme with Representation of Cloud Ensemble Characteristics and Stability-Dependent Closure,10.1175/1520-0493(1990)118<1483:AMFCSW>2.0.CO;2,1,No,1990
1083,The Dependence of Numerically Simulated Convective Storms on Vertical Wind Shear and Buoyancy,10.1175/1520-0493(1982)110<0504:TDONSC>2.0.CO;2,1,No,1982
1082,VERIFICATION OF FORECASTS EXPRESSED IN TERMS OF PROBABILITY,10.1175/1520-0493(1950)078<0001:VOFEIT>2.0.CO;2,1,No,1950
1081,Properties of the Threshold Method on a Radar Rain Cluster Basis,10.1175/1520-0450(1997)036<1493:POTTMO>2.0.CO;2,1,No,1997
1080,Spatially Distributed Sensible Heat Flux over a Semiarid Watershed. Part I: Use of Radiometric Surface Temperatures and a Spatially Uniform Resistance,10.1175/1520-0450(1997)036<0281:SDSHFO>2.0.CO;2,1,No,1997
1079,Predictability of Precipitation Patterns: An Operational Approach,10.1175/1520-0450(1994)033<1562:POPPAO>2.0.CO;2,1,No,1994
1078,A New Vector Partition of the Probability Score,10.1175/1520-0450(1973)012<0595:ANVPOT>2.0.CO;2,1,No,1973
1077,"Conditional Probabilities, Relative Operating Characteristics, and Relative Operating Levels",10.1175/1520-0434(1999)014<0713:CPROCA>2.0.CO;2,1,No,1999
1076,An Operational System for the Remote Location of Lightning Flashes Using a VLF Arrival Time Difference Technique,10.1175/1520-0426(1986)003<0630:AOSFTR>2.0.CO;2,1,No,1986
1054,Haematology and Serum Biochemistry Values in Aye-Ayes (Daubentonia madagascariensis) at the Duke University Primate Center,10.1159/000156775,1,No,1994
1052,"Somatic Variation in Living, Wild Ring-Tailed Lemurs (Lemur catta)",10.1159/000108589,1,No,2007
1094,"Empathy, sympathy and compassion in healthcare: Is there a problem? Is there a difference? Does it matter?",10.1177/0141076816680120,1,No,2016
1031,Visual structure-based web page clustering and retrieval,10.1145/1772690.1772807,1,No,2010
1029,Visual-similarity-based phishing detection,10.1145/1460877.1460905,1,No,2008
1028,The role of the East Asian active margin in widespread extensional and strike-slip deformation in East Asia,10.1144/0016-764904-112,1,No,2005
1027,VECTOR-VALUED MODULAR FORMS AND LINEAR DIFFERENTIAL OPERATORS,10.1142/S1793042107000973,1,No,2007
1026,EVALUATION OF PROTEIN IN FOODS: 1. A METHOD FOR THE DETERMINATION OF PROTEIN EFFICIENCY RATIOS,10.1139/y59-074,1,No,1959
1025,"Distribution of cellular amino acids, protein, and total organic nitrogen during fruitbody development in <i>Flammulina velutipes</i>. I. Growth on sawdust medium",10.1139/b82-169,1,No,1982
1024,"Family size, infection and atopy: the first decade of the 'hygiene hypothesis'",10.1136/thorax.55.suppl_1.S2,1,No,2000
1023,Exhaled nitric oxide in spray painters exposed to isocyanates: effect modification by atopy and smoking,10.1136/oemed-2013-101672,1,No,2014
1022,Epidemiological study of multiple sclerosis in Israel. II. Multiple sclerosis and level of sanitation.,10.1136/jnnp.29.1.60,1,No,1966
1021,"Concurrent infection with Schistosoma mansoni attenuates inflammation induced changes in colonic morphology, cytokine levels, and smooth muscle contractility of trinitrobenzene sulphonic acid induced colitis in rats",10.1136/gut.53.1.99,1,No,2004
1020,A proof of concept study establishing Necator americanus in Crohn's patients and reservoir donors,10.1136/gut.2005.079129,1,No,2006
1019,Trichuris suis therapy in Crohn's disease,10.1136/gut.2004.041749,1,No,2005
1018,Defining clinical empathy: a grounded theory approach from the perspective of healthcare workers and patients in a multicultural setting,10.1136/bmjopen-2020-045224,1,No,2021
1017,"Hay fever, hygiene, and household size.",10.1136/bmj.299.6710.1259,1,No,1989
1016,Modification and application of metal phthalocyanines in heterogeneous systems,10.1134/S2070205117020186,1,No,2017
1015,Middle Miocene reorganization of deformation along the northeastern Tibetan Plateau,10.1130/G31356.1,1,No,2011
1014,Tertiary basin evolution along the northeastern margin of the Tibetan Plateau: Evidence for basin formation during Oligocene transtension,10.1130/B30611.1,1,No,2013
1013,Stable isotope evidence for topographic growth and basin segmentation: Implications for the evolution of the NE Tibetan Plateau,10.1130/B30090.1,1,No,2011
1030,Detecting visually similar Web pages,10.1145/1754393.1754394,1,No,2010
1032,How to play ANY mental game,10.1145/28395.28420,1,No,1987
1051,Equilibrium of Elastic Microstresses in Textured Metal Materials,10.1155/TSM.33.303,1,No,1999
1033,MASCOT,10.1145/2976749.2978357,1,No,2016
1050,Inhomogeneous Distribution of Residual Deformation Effects inTextured Bcc Metals,10.1155/TSM.29.241,1,No,1997
1049,"IFCC recommendation on sampling, transport and storage for the determinationof the concentration of ionized calcium in whole blood, plasma and serum",10.1155/S1463924691000391,1,No,1991
1048,Helminth Excreted/Secreted Antigens Repress Expression of LPS-Induced Let-7i but Not miR-146a and miR-155 in Human Dendritic Cells,10.1155/2013/972506,1,No,2013
1047,Exposure to schistosome eggs protects mice from TNBS-induced colitis,10.1152/ajpgi.00049.2002,1,No,2003
1046,Holographic data storage technology,10.1147/rd.443.0341,1,No,2000
1045,N<scp>UTRITIONAL</scp> I<scp>MPACT OF</scp> I<scp>NTESTINAL</scp> H<scp>ELMINTHIASIS</scp> D<scp>URING THE</scp> H<scp>UMAN</scp> L<scp>IFE</scp> C<scp>YCLE</scp>,10.1146/annurev.nutr.22.120501.134539,1,No,2002
1044,Natural History and Preventative Treatment of Recurrent Mood Disorders,10.1146/annurev.med.50.1.453,1,No,1999
1043,REGULATION OF IMMUNE RESPONSES BY TGF-β,10.1146/annurev.immunol.16.1.137,1,No,1998
1042,Landscapes and Riverscapes: The Influence of Land Use on Stream Ecosystems,10.1146/annurev.ecolsys.35.120202.110122,1,No,2004
1041,Phylogenies and Community Ecology,10.1146/annurev.ecolsys.33.010802.150448,1,No,2002
1040,Collagen Structure and Stability,10.1146/annurev.biochem.77.032207.120833,1,No,2009
1039,STAR FORMATION IN GALAXIES ALONG THE HUBBLE SEQUENCE,10.1146/annurev.astro.36.1.189,1,No,1998
1038,Modeling the Panchromatic Spectral Energy Distributions of Galaxies,10.1146/annurev-astro-082812-141017,1,No,2013
1037,Structure and Kinematics of Early-Type Galaxies from Integral Field Spectroscopy,10.1146/annurev-astro-082214-122432,1,No,2016
1036,Evidence for Initial Mass Function Variation in Massive Early-Type Galaxies,10.1146/annurev-astro-032620-020217,1,No,2020
1035,A two-dimensional interpolation function for irregularly-spaced data,10.1145/800186.810616,1,No,1968
1034,Pseudo-random generation from one-way functions,10.1145/73007.73009,1,No,1989
1093,Do Sociology Courses Make More Empathetic Students? A Mixed-Methods Study of Empathy Change in Undergraduates,10.1177/0092055X19860563,1,No,2019
1095,The CES-D Scale,10.1177/014662167700100306,1,No,1977
1177,Large-scale optical diffraction tomography for inspection of optical plastic lenses,10.1364/OL.41.000934,1,No,2016
1157,Surface relief and refractive index gratings patterned in chalcogenide glasses and studied by off-axis digital holography,10.1364/AO.57.000507,1,No,2018
1155,Profiles of a high-aspect-ratio grating determined by spectroscopic scatterometry and atomic-force microscopy,10.1364/AO.45.003201,1,No,2006
1154,Reconstruction of Vectorial Wavefronts,10.1364/AO.4.001667,1,No,1965
1153,Refractive index modulation mechanism in bleached silver halide holograms,10.1364/AO.30.000369,1,No,1991
1152,OH rotational temperature from two-line laser-excited fluorescence,10.1364/AO.20.001156,1,No,1981
1151,"Temperature measurements of the hydroxyl radical and molecular nitrogen in premixed, laminar flames by laser techniques",10.1364/AO.18.002100,1,No,1979
1150,Crust and upper mantle velocity structure beneath the Ordos Block and its tectonic significance,10.1360/N972017-00741,1,No,2018
1149,Tenderness and Steadiness: Emotions in Medical Practice,10.1353/lm.1995.0027,1,No,1995
1148,The Contribution of Parenting to Ethnic and Racial Gaps in School Readiness,10.1353/foc.2005.0001,1,No,2005
1147,Parent‐delivered compensatory education for children at risk of educational failure: Improving the academic and self‐regulatory skills of a Sure Start preschool sample,10.1348/000712609X406762,1,No,2009
1146,Glycemic Variability on Continuous Glucose Monitoring System Correlates With Non-Culprit Vessel Coronary Plaque Vulnerability in Patients With First-Episode Acute Coronary Syndrome　– Optical Coherence Tomography Study –,10.1253/circj.CJ-15-0790,1,No,2016
1145,Dropwise condensation theory and experiment: A review,10.1243/09576500260049034,1,No,2002
1144,Dynamics of moving contact lines: A comparison between slip and precursor film models,10.1209/0295-5075/94/64004,1,No,2011
1143,Parent and Teacher Ratings of ADHD Symptoms: Psychometric Properties in a Community-Based Sample,10.1207/s15374424jccp2003_3,1,No,1991
1142,"Testing the Home Literacy Model: Parent Involvement in Kindergarten Is Differentially Related to Grade 4 Reading Comprehension, Fluency, Spelling, and Reading for Pleasure",10.1207/s1532799xssr1001_4,1,No,2006
1141,"Preventing Conduct Problems, Promoting Social Competence: A Parent and Teacher Training Partnership in Head Start",10.1207/S15374424JCCP3003_2,1,No,2001
1140,Encouraging Family Discussion on the Decision to Donate Organs: The Role of the Willingness to Communicate Scale,10.1207/S15327027HC1603_4,1,No,2004
1139,"Beyond the Organ Donor Card: The Effect of Knowledge, Attitudes, and Values on Willingness to Communicate About Organ Donation to Family Members",10.1207/S15327027HC1401_6,1,No,2002
1156,Bulk and surface laser damage of silica by picosecond and nanosecond pulses at 1064 nm,10.1364/AO.47.004812,1,No,2008
1158,Polarization contrast optical diffraction tomography,10.1364/BOE.381992,1,No,2020
1137,The Nutritional Attributesof Edible Mushrooms,10.1201/9780203492086.ch2,1,No,2004
1159,Describing holographic optical elements as lenses,10.1364/JOSA.67.000803,1,No,1977
1176,Active illumination using a digital micromirror device for quantitative phase imaging,10.1364/OL.40.005407,1,No,2015
1175,"High-flux table-top soft x-ray source driven by sub-2-cycle, CEP stable, 185-μm 1-kHz pulses for carbon K-edge spectroscopy",10.1364/OL.39.005383,1,No,2014
1174,"Multi-mJ, kHz, 21  μm optical parametric chirped-pulse amplifier and high-flux soft x-ray high-harmonic generation",10.1364/OL.39.003145,1,No,2014
1173,Full-color lens-array holographic optical element for three-dimensional optical see-through augmented reality,10.1364/OL.39.000127,1,No,2014
1172,Jones phase microscopy of transparent and anisotropic samples,10.1364/OL.33.001270,1,No,2008
1171,Experimental demonstration of a Raman scattering detector based on laser-enhanced ionization,10.1364/OL.15.000823,1,No,1990
1170,Polarization holographic recording of vortex diffractive optical elements on azopolymer thin films and 3D analysis via phase-shifting digital holographic microscopy,10.1364/OE.415639,1,No,2021
1169,Reference-free polarization-sensitive quantitative phase imaging using single-point optical phase conjugation,10.1364/OE.26.026858,1,No,2018
1168,Streaking of 43-attosecond soft-X-ray pulses generated by a passively CEP-stable mid-infrared driver,10.1364/OE.25.027506,1,No,2017
1167,3D holographic head mounted display using holographic optical elements with astigmatism aberration compensation,10.1364/OE.23.032025,1,No,2015
1166,LCD panel characterization by measuring full Jones matrix of individual pixels using polarization-sensitive digital holographic microscopy,10.1364/OE.22.024304,1,No,2014
1165,Probing rotational wave-packet dynamics with the structural minimum in high-order harmonic spectra,10.1364/OE.22.006362,1,No,2014
1164,High harmonic spectra contributed by HOMO-1 orbital of aligned CO_2 molecules,10.1364/OE.21.007599,1,No,2013
1163,Polarization holographic microscopy for extracting spatio-temporally resolved Jones matrix,10.1364/OE.20.009948,1,No,2012
1162,Fabrication and analysis of a three-layer stratified volume diffractive optical element high-efficiency grating,10.1364/OE.11.000027,1,No,2003
1161,Generalized quantification of three-dimensional resolution in optical diffraction tomography using the projection of maximal spatial bandwidths,10.1364/JOSAA.35.001891,1,No,2018
1160,Fourier-transform method of fringe-pattern analysis for computer-based topography and interferometry,10.1364/JOSA.72.000156,1,No,1982
1138,Handbook of Dietary Fiber,10.1201/9780203904220,1,No,2010
1136,<i>Generalization and Differentiation in Semantic Memory</i>,10.1196/annals.1440.006,1,No,2008
1096,Differential Regional Effects of Monetary Policy: A Geographical SVAR Approach,10.1177/0160017603253792,1,No,2003
1115,Standardisation of the measurement of lung volumes,10.1183/09031936.05.00035005,1,No,2005
1113,Health and socioeconomic impact of work-related asthma,10.1183/09031936.03.00053203,1,No,2003
1112,Exhaled nitric oxide in specific challenge tests to assess occupational asthma,10.1183/09031936.02.00041802,1,No,2002
1111,Specific inhalation challenge in the diagnosis of occupational asthma: consensus statement,10.1183/09031936.00180313,1,No,2014
1110,IL-5 promotes induction of antigen-specific CD4+CD25+ T regulatory cells that suppress autoimmunity,10.1182/blood-2011-12-396101,1,No,2012
1109,l-arginine availability regulates T-lymphocyte cell-cycle progression,10.1182/blood-2006-06-031856,1,No,2007
1108,Cause-specific mortality in children and young adults with diabetes mellitus: A Danish nationwide cohort study,10.1177/2047487319836550,1,No,2021
1107,"Semantic Retrieval, Mnemonic Control, and Prefrontal Cortex",10.1177/1534582302001003002,1,No,2002
1106,Hispanic Perceptions of Organ Donation,10.1177/152692480201200303,1,No,2002
1105,A Review of parent interventions for preschool children’s language and emergent literacy,10.1177/1468798409356987,1,No,2010
1104,Disciplining empathy: Differences in empathy with U.S. medical students by college major,10.1177/1363459320967055,1,No,2022
1103,Probiotic helminth administration in relapsing–remitting multiple sclerosis: a phase 1 study,10.1177/1352458511398054,1,No,2011
1102,Project ACTS: An Intervention to Increase Organ and Tissue Donation Intentions Among African Americans,10.1177/1090198109341725,1,No,2010
1101,"The Mismeasurement of Mind: Life-Span Changes in Paired-Associate-Learning Scores Reflect the “Cost” of Learning, Not Cognitive Decline",10.1177/0956797617706393,1,No,2017
1100,Development and Validation of the Academic Competence Evaluation Scales,10.1177/073428299901700302,1,No,1999
1099,Dimensions of Parental Engagement in Home Visiting Programs,10.1177/02711214030230040101,1,No,2003
1098,When Aging Begins,10.1177/0164027584006001006,1,No,1984
1097,The Effects of Physician Empathy on Patient Satisfaction and Compliance,10.1177/0163278704267037,1,No,2004
1114,Standardisation of spirometry,10.1183/09031936.05.00034805,1,No,2005
1116,Lung volumes and forced ventilatory flows,10.1183/09041950.005s1693,1,No,1993
1135,Phenomenology and Course of Generalised Anxiety Disorder,10.1192/bjp.168.3.308,1,No,1996
1117,Brief cognitive assessment in a UK population sample – distributional properties and the relationship between the MMSE and an extended mental state examination,10.1186/1471-2318-5-7,1,No,2005
1134,Microseismic migration by semblance-weighted stacking and interferometry,10.1190/segam2013-0970.1,1,No,2013
1133,Microseismic Imaging of Hydraulic Fracturing,10.1190/1.9781560803164,1,No,2014
1132,Simultaneous microearthquake location and moment‐tensor estimation using time‐reversal imaging,10.1190/1.3627516,1,No,2011
1131,Automated microearthquake location using envelope stacking and robust global optimization,10.1190/1.3432784,1,No,2010
1130,<i>P-SV</i> wave propagation in heterogeneous media: Velocity‐stress finite‐difference method,10.1190/1.1442147,1,No,1986
1129,<i>SH</i>-wave propagation in heterogeneous media: Velocity‐stress finite‐difference method,10.1190/1.1441605,1,No,1984
1128,SEMBLANCE AND OTHER COHERENCY MEASURES FOR MULTICHANNEL DATA,10.1190/1.1440186,1,No,1971
1127,The association between the neutrophil-to-lymphocyte ratio and mortality in critical illness: an observational cohort study,10.1186/s13054-014-0731-6,1,No,2015
1126,3D printed Ti6Al4V bone scaffolds with different pore structure effects on bone ingrowth,10.1186/s13036-021-00255-8,1,No,2021
1125,Polymeric nanoparticles (PNPs) for oral delivery of insulin,10.1186/s12951-023-02253-y,1,No,2024
1124,Preparation of antibacterial and osteoconductive 3D-printed PLGA/Cu(I)@ZIF-8 nanocomposite scaffolds for infected bone repair,10.1186/s12951-020-00594-6,1,No,2020
